filename,band,x_centroid,y_centroid,ra_image,dec_image,flux,mag_inst,ra_gaia,dec_gaia,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,separation_arcsec,airmass,delta_m
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,116.1233117585063,111.96772160304904,100.22854608651689,17.309492839617608,125457.2421875,-12.746238708496094,100.22848796181432,17.309533409979863,11.381976,12.064459,10.586381,0.2474682923341763,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,309.08271277339884,125.9476297451784,100.06427930499972,17.21301454422696,99917.2421875,-12.499101638793944,100.06425000145052,17.212901774780708,11.472564,11.730025,11.051114,0.4182891557284156,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,558.786498313341,135.75923159581498,99.85664560706893,17.081537161622677,57194.2421875,-11.893381118774414,99.8567320352102,17.081547934668,12.048694,12.706251,11.267019,0.2999341299548018,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,307.070315330735,138.1822759948027,100.05877236320684,17.223595871844466,40449.7421875,-11.517290115356444,100.058931982527,17.223628783244376,12.845876,13.663634,11.96438,0.5615035781336188,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,366.2906392711072,137.5716881749781,100.01122899421792,17.190163600495886,50667.2421875,-11.761817932128906,100.01124608317292,17.19025578211478,12.246778,12.843359,11.507271,0.3370179790492885,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,389.0478322857773,142.31392034642934,99.99005778138924,17.181160337861805,165249.21875,-13.04534912109375,99.98997526703188,17.18094768188187,11.685622,11.769513,11.029222,0.816470861313171,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,44.69913299312429,143.84920946632258,100.26778126893474,17.37385198128283,29082.240234375,-11.159069061279297,100.2679197447883,17.37403804038458,12.798709,13.473166,12.0081005,0.8215870635261227,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,322.19344501544737,148.5122409794982,100.04051447620613,17.223168004596754,36540.7421875,-11.406944274902344,100.04057392882416,17.223350490626327,13.236344,13.525188,12.644317,0.6880227806842627,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,39.8420829198765,150.64960180724148,100.26775096273536,17.381814475363296,90080.7421875,-12.386579513549805,100.26775947541338,17.381931427595763,11.490594,11.793292,10.974653,0.4220425906468966,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,279.4256733511848,153.1662657125166,100.07239686254024,17.25056632008157,52902.7421875,-11.808695793151855,100.07239156848938,17.25077630041139,12.506996,12.8405905,12.001918,0.7561482805471839,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,246.9132786049983,164.04563063514996,100.09235608278136,17.277069421674497,97222.2421875,-12.469414710998535,100.09232571278972,17.27706416862878,11.572528,11.981144,10.992021,0.1060978396216834,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,425.78681821507,165.26014604707515,99.94695749989886,17.1784385285325,194962.234375,-13.224876403808594,99.94688139154782,17.17836308500982,10.713533,11.412161,9.908079,0.3772093302592573,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,494.0565511265906,167.02030352167324,99.8907262941875,17.141764906224143,38931.2421875,-11.47574520111084,99.8905543117125,17.14146449217998,12.671743,12.956009,12.226172,1.2327420796724493,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,312.9609899815747,176.77194052510532,100.03149759908128,17.25015885371836,82994.2421875,-12.297619819641112,100.0314318745288,17.250159483121354,11.82395,12.680951,10.91998,0.2259768955324954,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,366.9538285694397,177.99529449303685,99.98710811351788,17.221046705503305,91699.2421875,-12.405914306640623,99.98699448778304,17.22103952981082,11.553089,12.158794,10.811461,0.3915677289055768,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,244.1192953872888,179.05471518809503,100.08586286124316,17.29023302126148,155008.234375,-12.975887298583984,100.08583970721396,17.29028206753706,11.1544075,11.820409,10.366339,0.1936749435403102,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,336.3850187078149,194.61804047362224,100.00213514401152,17.250918158542596,64259.2421875,-12.0198392868042,100.00208923188012,17.250931969349967,12.073246,12.691863,11.31949,0.1654934775630745,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,193.86645444850404,211.37665379484395,100.10767531272094,17.34319088672241,74993.7421875,-12.187561988830566,100.10757291854992,17.343322657934937,11.951016,12.327406,11.4076605,0.5906255030458464,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,223.53072423181573,225.14638094150536,100.07563429408312,17.337338763745386,74119.2421875,-12.174826622009276,100.07559513720628,17.337328204378604,12.070972,13.671999,10.860594,0.1398267217418729,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,183.0895566972044,231.17200002991208,100.10484932203948,17.364499148789115,32955.2421875,-11.294811248779297,100.104501528347,17.364467403929233,12.883025,13.162709,12.443197,1.2004475548177758,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,70.00771207047268,238.8998407659366,100.19188473122834,17.433360935487173,472287.75,-14.185516357421877,100.19184684962674,17.43329059892437,9.535899,10.669442,8.488576,0.2846833975753749,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,251.67478326890165,245.5442803773827,100.04095409263527,17.33745255365214,25888.740234375,-11.032776832580566,100.04094519261656,17.337489221516304,13.219486,13.548995,12.147676,0.1355010750967412,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,467.3546300886519,271.8784425014768,99.85107954202569,17.237668592764553,20938.240234375,-10.802350044250488,99.85082069899352,17.237666693314583,12.827284,13.120716,12.377173,0.8900066547116304,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,263.60181269567687,279.08693811066314,100.0117202793018,17.35675212924138,357247.21875,-13.88242244720459,100.0116980994926,17.356552007129746,9.964323,10.041643,9.799216,0.7244594006933952,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,212.7635394587412,286.4875302090284,100.04854723135723,17.39077445093116,70242.7421875,-12.116503715515137,100.0486734278819,17.39073883004783,11.909631,12.516297,11.166197,0.4521079225318751,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,454.4086897461927,288.4430337448682,99.8518719505507,17.257684226808696,212017.71875,-13.315930366516112,99.8518953454609,17.25774939475046,10.69852,11.139094,10.079,0.2480086719634442,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,153.11068276439835,293.7520135462622,100.09259716552374,17.429588177430755,432335.75,-14.089553833007812,100.09255498248234,17.429442287621978,9.605513,10.037705,9.001462,0.5448216427487516,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,488.2385731941813,293.6599459422759,99.82145952488062,17.242853063232392,322905.75,-13.77268886566162,99.8214297035106,17.242807426920116,10.044999,10.758772,9.225706,0.1936601454119685,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,93.4125032805886,300.5610648422467,100.13695934345527,17.468063732653565,28842.240234375,-11.150073051452637,100.13679854823133,17.468010377949632,15.977652,--,--,0.5846224154607126,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,147.26884699252577,304.34422207353765,100.09114377280716,17.441032395617313,66060.2421875,-12.049850463867188,100.09122087064694,17.441073350157183,11.977102,12.30273,11.440519,0.3030713970389959,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,83.41639824551889,306.59310455496336,100.14153347731684,17.47829043337518,551259.75,-14.35339069366455,100.14142771148882,17.47820673953368,9.284481,10.346574,8.2720175,0.4718882453173165,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,184.86436760138864,308.0135250101536,100.0585641472536,17.42295071583106,148661.734375,-12.930498123168944,100.05878904823194,17.42295088124007,11.014398,11.198526,10.693626,0.7724976841022578,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,191.8641174758848,321.96446522250363,100.04475120751036,17.42984523830136,52874.7421875,-11.808120727539062,100.04495838264693,17.4299256623969,12.111563,12.223627,11.907382,0.7682311456508146,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,533.75300107299,336.5781236858385,99.75955562726163,17.250618214738445,169664.734375,-13.073978424072266,99.75954350015208,17.250553052355333,10.78616,11.273708,10.138092,0.2382609763241921,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,339.2526768353549,338.7455761818479,99.91564774501371,17.360739223287744,33390.2421875,-11.309049606323242,99.91592559213368,17.360864394650257,12.932093,13.6001005,12.14377,1.0556870417658208,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,329.4597375201288,342.3806826906611,99.9214487928787,17.369005548150547,61640.2421875,-11.974660873413086,99.92158251486224,17.36897926945395,11.919022,12.23382,11.436584,0.4690869213216334,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,47.11789082419807,347.736001218436,100.14691561495178,17.53031375889541,387288.75,-13.970088005065918,100.14698404225828,17.530148359964947,9.831581,10.115482,9.380395,0.6400947046826617,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,199.99873911668163,360.5617112477861,100.015621531018,17.455167413252465,115378.2421875,-12.655309677124023,100.0155910442424,17.455302064823666,11.550065,13.073361,10.363471,0.4959235031923479,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,148.53073699078715,375.6218251851089,100.0484985550991,17.49546585364838,54135.2421875,-11.833700180053713,100.04832166823908,17.49543954875762,12.1217785,12.510707,11.568205,0.6146736225906785,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,114.25832818632333,379.9681518605847,100.0737149780069,17.517901750777096,43895.2421875,-11.606043815612791,100.07376153435192,17.517508617564292,12.383698,12.672692,11.930056,1.42427592403426,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,276.51089920346016,394.4333399092932,99.93388387081652,17.43874381462474,58413.2421875,-11.916278839111328,99.93391446618048,17.438959479901026,12.150342,13.006614,11.247193,0.7834737829029473,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,264.9568059200077,400.9185727360961,99.9394466635154,17.450194464123804,157579.734375,-12.99375057220459,99.9393008426882,17.450227831716777,11.025501,11.721074,10.21604,0.5150006743518679,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,380.3628403229583,402.7872142725585,99.84493834741237,17.38731838783629,31892.240234375,-11.259212493896484,99.84486857229696,17.38749635193751,12.68529,13.443704,11.836891,0.6840476039186084,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,173.90192115651834,409.02346515335375,100.0084366919444,17.50717506008367,34068.2421875,-11.330873489379885,100.00885744758055,17.507194667744226,12.930067,13.619193,12.127847,1.4462808726885694,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,165.69209024887022,420.9707264072675,100.00810296978548,17.52098572846545,39913.2421875,-11.502792358398438,100.00812811830131,17.520921308820213,12.677876,13.363034,11.854517,0.2474595421145909,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,355.3456018240134,425.44348931453067,99.8519357894904,17.418774044495745,40776.2421875,-11.526018142700195,99.85183996553955,17.418775480879717,12.274587,12.945107,11.484024,0.3291874773235897,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,434.7913479899778,428.1637155842699,99.78604618069734,17.376569743119664,43441.7421875,-11.594767570495604,99.7859371290624,17.376605312448895,12.314346,12.692043,11.764459,0.3959466187299062,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,62.44728889617927,428.68462613593374,100.08722235411416,17.58442022243369,37499.7421875,-11.435070991516112,100.08724955344292,17.58473710203371,12.261094,12.524915,11.836192,1.1445790015525543,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,250.9281149275916,430.6372961292429,99.9334302757576,17.48098525390499,43665.2421875,-11.600339889526367,99.9333149729296,17.480767232503254,12.373149,12.510696,12.020445,0.8790817751386177,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,133.94656031227683,441.1333463411665,100.02202973207008,17.55425431986742,43675.2421875,-11.60058879852295,100.02170040684604,17.55425102733796,12.119311,12.743682,11.356967,1.1304230394219388,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,419.6577055014818,462.2966972383844,99.77832037724896,17.411380145466225,56528.7421875,-11.8806734085083,99.77807043864392,17.41114927916815,12.067734,12.861816,11.196527,1.1949353926688988,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,274.2573170306679,466.51889666996505,99.89355623734448,17.495721758717867,751176.75,-14.68935489654541,99.8937579421948,17.495354032426274,8.246227,8.256492,8.198898,1.4940234374024826,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,274.22312453058186,466.4438835943465,99.89362780225396,17.495682835032976,846801.375,-14.819454193115234,99.8937579421948,17.495354032426274,8.246227,8.256492,8.198898,1.265218763621498,,
20260202T180749_464_StackInput_DarkSubtracted_g_band.new,g,137.19507317008322,486.473118536177,99.99289143212457,17.587510392028364,243934.25,-13.468181610107422,99.99265622732592,17.587882223638573,9.925068,9.972951,9.822102,1.56311734139325,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,430.83025910527664,36.29331747440047,88.75108451571023,30.78708625039933,42432.703125,-11.569252014160156,88.75144093698302,30.787340886646827,11.582681,12.397042,10.69627,1.433656071149476,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,409.7321619706855,41.48971799239578,88.76492269458942,30.804006587143995,470450.1875,-14.181283950805664,88.76516936389004,30.804167274671727,8.892754,9.525066,8.12762,0.957284541690658,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,276.8647456649824,124.37256635733364,88.81585656605553,30.946684293471385,94822.2109375,-12.442275047302246,88.81640188061795,30.946752950302624,10.604945,10.667323,10.457356,1.7017177268007575,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,301.0385522912846,151.1970870386656,88.77616827245919,30.950911264792733,44456.703125,-11.619843482971191,88.77653301438187,30.951014813219597,11.903661,14.544888,10.461961,1.186196260033883,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,306.1899753539638,173.02024376487,88.7559940604826,30.963394047903293,180329.21875,-13.140165328979492,88.75631219000985,30.96356698376411,10.050779,11.364921,8.9377365,1.1627705190254187,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,303.4435618228835,205.07087351628005,88.73496402555757,30.98815247003261,74381.203125,-12.178658485412598,88.7352396398915,30.988206917422534,11.171946,12.411803,10.07866,0.8728888740245067,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,459.1996647257434,218.804978581273,88.59445448654708,30.900399213127606,148695.71875,-12.930746078491213,88.59481509171276,30.900519096433225,10.044703,10.132922,9.856114,1.194600521051023,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,131.80343104989714,223.65903777119848,88.86531694575471,31.10875301701822,267699.6875,-13.569120407104492,88.86551906615902,31.108982585455188,9.562272,10.314885,8.717761,1.034954417057428,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,456.2043480879588,250.9178745313836,88.5734396614714,30.925258188891,77879.203125,-12.228553771972656,88.57385763087298,30.925507366281018,10.836083,11.688395,9.932565,1.571874339408053,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,196.16242635344204,263.7509419603783,88.78216649249649,31.09741776723494,41438.703125,-11.543516159057615,88.78232779646632,31.097415593808485,11.687396,12.352898,10.899403,0.4973044871768302,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,51.91825255495917,306.6912847700756,88.87203993310831,31.218408598623213,116797.2109375,-12.668581008911133,88.8718883246742,31.218204716117715,10.272113,10.883583,9.523067,0.8698197658247628,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,271.5195015160412,326.23279949736303,88.67324004271127,31.09506919328347,32939.203125,-11.294282913208008,88.67358797271332,31.095446893667894,12.13771,12.930955,11.258627,1.7318333848287857,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,239.76844349599003,396.3384267251349,88.64851553740752,31.165163271828742,240142.703125,-13.451173782348633,88.64894639814487,31.1653463553529,9.592687,9.623586,9.488673,1.4818850753035486,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,257.39826755658413,407.6012002184899,88.62539889840777,31.162144937700575,176507.21875,-13.116905212402344,88.62587388039478,31.162277824916025,10.06401,10.156397,9.875505,1.5394216032623682,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,263.7283319627091,411.8368095410909,88.61695497546762,31.1611950249002,146117.71875,-12.911757469177246,88.61750407417462,31.161344312913183,10.277373,10.32871,10.1448345,1.7748628463053089,,
20260202T180851_328_StackInput_DarkSubtracted_g_band.new,g,193.2185543577083,440.6535243903915,88.65514599198191,31.22606944866117,396096.6875,-13.994503021240234,88.65544529303163,31.2263581542328,9.003637,9.590984,8.27085,1.3889489801170989,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,336.89333206921026,0.7449944877818606,88.8609267627413,30.818559501860367,54707.46484375,-11.84511661529541,88.86122035700784,30.818707996526395,12.846788,13.26969,12.230114,1.053414563858899,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,147.71609981917643,27.86391767851949,88.99984291408863,30.956042988928008,38186.95703125,-11.454787254333496,88.9999055798345,30.955965199836637,12.685687,12.997012,12.209057,0.3403686891976757,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,283.5269267987683,30.52849227524245,88.88398456716712,30.87327931301715,28597.95703125,-11.14083766937256,88.8838973775905,30.8734703585024,12.984999,13.8367195,12.080176,0.7386465913989851,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,432.93029417355945,40.54550643527791,88.75155558325069,30.7872442057282,106351.453125,-12.566858291625977,88.75144093698302,30.787340886646827,11.582681,12.397042,10.69627,0.4968442696923491,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,411.9421007469002,45.84127727658989,88.76526962423252,30.804155632804573,620406.9375,-14.481691360473633,88.76516936389004,30.804167274671727,8.892754,9.525066,8.12762,0.3128372789797927,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,454.1456198901941,47.938310928544446,88.72841944603745,30.77931124936488,17659.45703125,-10.617443084716797,88.72845862481081,30.77922053781309,13.57577,14.5144825,12.606021,0.3483192689984326,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,302.466101842275,61.851064731822994,88.8453227548494,30.884000363812884,49317.45703125,-11.732501983642578,88.84534987972813,30.884040797238068,12.549606,12.929949,12.001334,0.1679608910431287,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,447.0815925233119,84.0339931007721,88.70804948284602,30.80966916444668,16078.9560546875,-10.515644073486328,88.70812941788729,30.809973062429364,13.580471,13.819307,13.182065,1.1216028215184604,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,222.9821831730595,92.22320528852156,88.8898734167681,30.95544642924542,32466.45703125,-11.278587341308594,88.88981182198644,30.955492180191264,12.877193,13.494823,12.126106,0.2515696419899865,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,184.1387716578972,94.06712261847944,88.92112573436782,30.98100240753545,111590.4609375,-12.619067192077637,88.9211361726882,30.98105920673573,11.626324,12.581566,10.666402,0.2069995845777236,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,230.49643715045008,96.84758639333552,88.88020439525594,30.95408695998162,50016.45703125,-11.74778175354004,88.88023825551603,30.95391733860364,12.273863,12.626865,11.751591,0.619520269475949,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,385.66368689030753,105.66233658815936,88.74372169979246,30.86357643302007,27947.95703125,-11.115875244140623,88.7439400908352,30.86358868580935,12.884575,13.290219,12.315463,0.6763137606083164,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,491.9304498625385,115.57047386242448,88.64754640365194,30.80431421196047,30113.45703125,-11.196901321411133,88.64755077261862,30.80434406189653,12.856134,13.652809,11.980902,0.1083056081220016,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,206.6071116680035,117.29448948777213,88.88536707085849,30.98370712737877,35263.45703125,-11.368311882019045,88.88536911224193,30.98353914104929,12.760943,12.888389,12.537747,0.6047836044633476,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,370.0658004573507,118.9876570404206,88.74708256764033,30.882898627752507,24901.45703125,-10.990562438964844,88.74731804897819,30.88296594003576,13.102901,13.495727,12.539077,0.7668341744721184,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,59.45186172748683,121.46402924921252,89.00591441827152,31.07847517135218,42497.45703125,-11.570907592773438,89.00579061913557,31.078454428596487,12.613096,13.304228,11.80826,0.3889406932028802,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,60.32098469058997,127.17736645944387,89.0010277056483,31.082049180304736,15446.4560546875,-10.47207260131836,89.00114550778291,31.08205785976544,13.325861,13.959558,12.553297,0.3645424876579606,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,278.76279506664906,128.8541553944272,88.81642317117671,30.94699861881712,224001.96875,-13.375629425048828,88.81640188061795,30.946752950302624,10.604945,10.667323,10.457356,0.8868462213599893,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,79.02295688893578,133.80280510596805,88.98049053505129,31.075162790897917,25779.45703125,-11.02818489074707,88.98065558858433,31.075134227812523,13.109954,13.520567,12.533604,0.5192049081785782,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,171.6931384028884,135.66601365960926,88.9012996049223,31.01871224753725,21731.95703125,-10.842747688293455,88.90141467778851,31.0187783337072,13.137993,13.547237,12.533545,0.4273664644858145,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,104.0004738354654,143.03793790377162,88.95278374443654,31.06624017021872,26115.45703125,-11.042243957519531,88.95308653172937,31.066042945534107,12.976488,13.152472,12.669573,1.1729856053055787,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,144.1305699356296,143.23101087330988,88.91893594522111,31.041351503529864,40181.95703125,-11.510077476501465,88.91899804247714,31.041352082161247,12.662616,13.266724,11.919983,0.1915480343721986,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,54.68468325634069,148.01457080131445,88.99060454008331,31.10057325716466,14302.9560546875,-10.388565063476562,88.99041934131661,31.10008647494053,13.284816,13.425368,13.036338,1.8430602526062936,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,98.47650025784672,147.80803000050778,88.95395322457611,31.07312014200219,67658.453125,-12.0758056640625,88.95401069158603,31.072970309234925,11.804709,11.929005,11.571215,0.5677574564102107,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,301.2410533549485,152.0281424399823,88.78069810275328,30.949637031225517,102529.4609375,-12.527121543884276,88.78084971170509,30.949591815941712,11.667933,12.011471,11.14808,0.4955771573110439,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,174.4522779736325,156.31256867308366,88.88395287270768,31.03185376831512,21365.95703125,-10.82430648803711,88.8839943107451,31.032017654459118,13.465429,13.866728,12.886327,0.6036787363505032,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,303.0870480103365,155.38330455747095,88.77670638588545,30.950897850678917,117543.953125,-12.675500869750977,88.77653301438187,30.951014813219597,11.903661,14.544888,10.461961,0.6810320328677468,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,359.4555307835157,159.37874966408603,88.72654817582419,30.91856926097771,44266.45703125,-11.61518669128418,88.72646499768098,30.918499628274304,12.478776,12.7249775,12.089948,0.3589316999712955,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,74.62011928167502,161.9572131424182,88.96370217808503,31.098186821906616,40632.45703125,-11.52218246459961,88.96361277905991,31.098130682562505,12.420937,12.715786,11.967892,0.3417473440915171,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,460.9370729272,163.50576378501356,88.63854856760075,30.858129722659555,23971.95703125,-10.949258804321287,88.6386101353276,30.858480367329683,13.549728,13.97646,12.93998,1.2765796404417715,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,408.49450755656943,169.18137010030495,88.67832227337412,30.89498114980015,179638.953125,-13.136001586914062,88.67818362895845,30.895051513386424,11.023893,12.156665,9.97927,0.4976001582113754,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,121.35693062724653,171.04705020865742,88.91781496291244,31.075584886745958,21280.45703125,-10.819952011108398,88.91787050542182,31.075782855917677,13.308285,14.024594,12.486274,0.7329765364727916,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,51.92017765022487,172.51486998720912,88.9750983368557,31.119945682581296,15366.9560546875,-10.466469764709473,88.97536256445557,31.11989549649083,13.216828,13.87206,12.434433,0.8341282903644062,,
20260202T180923_002_StackInput_DarkSubtracted_g_band.new,g,308.18019966761915,177.48053266481563,88.75633738681397,30.96361155801412,343894.9375,-13.841064453125,88.75631219000985,30.96356698376411,10.050779,11.364921,8.9377365,0.1783249797435953,,
