source_id,ra,dec,phot_g_mean_mag,bp_rp,dist
392778989764855040,3.787611074079783,48.60669110125115,20.714860916137695,2.1552200317382812,0.002150075285635284
392779054188699776,3.781355223005984,48.60852933851886,19.825162887573242,1.8020744323730469,0.0039010415958371913
392778951108927360,3.7816915384356906,48.59952034596146,12.79902172088623,1.7893257141113281,0.006305431486141303
392779024125456640,3.7754939959965435,48.60000021529783,16.180389404296875,1.068990707397461,0.008296686122704152
392778955405275392,3.789586573234133,48.59733333248447,20.931474685668945,1.4848442077636719,0.008666737189226897
392778989765716352,3.798937145654183,48.60875701634381,18.80437469482422,1.2335281372070312,0.009816033915175038
392778989767351424,3.800353481835797,48.60237109284423,13.250802040100098,1.5481996536254883,0.010630323886220514
392779019828962304,3.76927222434856,48.60926270144144,18.80767822265625,0.7566375732421875,0.011056097034689953
392778989767351808,3.799086289901019,48.59882631940144,20.507532119750977,1.1258220672607422,0.011445533501231737
392778989765720832,3.7993187324285445,48.597807388850704,18.598941802978516,1.3719921112060547,0.012182721809574661
392779024124749440,3.7668081210859694,48.60240503567486,20.5325984954834,1.4153804779052734,0.01238380772427472
392778955405117056,3.784989298167902,48.59293520549561,21.130338668823242,0.9755134582519531,0.012507741142395301
392778955405117184,3.7856144663927696,48.59168270077319,20.834823608398438,0.9306468963623047,0.013766967727481434
392779019828964480,3.7666443030674044,48.61294056696445,19.11730194091797,1.0239276885986328,0.014245226431664417
392779367721976192,3.788151117041318,48.61995658219758,20.68291664123535,1.77178955078125,0.01466586270451842
392778951109473024,3.7881098824294464,48.59081767405869,18.15511131286621,1.9785194396972656,0.01477254752776814
392779436441451392,3.779729026687654,48.62043996678507,20.676027297973633,2.005807876586914,0.015391148688995411
392779019828962432,3.7622625560582814,48.60964849442485,20.085403442382812,1.130300521850586,0.01558816555477967
392778783607290752,3.806989253698867,48.5981749477625,19.427671432495117,2.8773059844970703,0.016278033878683252
392778783606428288,3.8075816842870474,48.59748443793792,20.930309295654297,-0.084686279296875,0.016942770029887984
392778921045375232,3.764637231552778,48.594273355143585,20.669992446899414,1.2985420227050781,0.017477050147235842
392778848030254592,3.7845985484516644,48.58728471882245,19.66446876525879,0.8435211181640625,0.01815981988194918
392778916749736064,3.7667766267694414,48.59167731086525,19.615388870239258,2.480955123901367,0.01827986508883155
392778955405119360,3.800851901967535,48.59010703064047,20.223424911499023,1.292135238647461,0.01859035303613595
392778951109794688,3.7984416181064593,48.588783793197386,20.82988739013672,1.2913379669189453,0.01889397696869738
392779432149871232,3.7813846189042324,48.62438250103499,20.23912239074707,1.9148788452148438,0.019086782681914095
392779363426354176,3.7954071028170486,48.62327632491177,19.518924713134766,1.4127273559570312,0.01912334873788172
392778955405118848,3.796795218527184,48.58779772150156,20.984914779663086,1.6740894317626953,0.01930244155197388
392778848030254208,3.7807127395109688,48.58633565868891,18.928367614746094,2.0339393615722656,0.019312983020113774
392779058484327552,3.767364960778425,48.62104860287049,20.42752456665039,2.252927780151367,0.019465640310823627
392778951109469568,3.795297113231983,48.58715058959399,17.800621032714844,0.8993568420410156,0.019527342471349914
392778848030521088,3.791309374590811,48.58631888922531,20.677837371826172,0.9745979309082031,0.01957916436352059
392779058484327808,3.771738827099794,48.62315492263249,20.737958908081055,1.8632164001464844,0.019752388791903695
392778921046244608,3.768656137064595,48.58872068370584,16.058076858520508,1.1053123474121094,0.019898409080883906
392779397786091904,3.806021490567814,48.62093831867145,17.661026000976562,0.7994041442871094,0.020831154311870687
392779676959618048,3.7554195480943817,48.59765430743714,20.358400344848633,1.6144332885742188,0.021032418412212792
392779775743210368,3.7563348112214956,48.615430305986166,19.844146728515625,2.347400665283203,0.021401816447845383
392779054188708480,3.762189656172021,48.620975890807124,18.23322105407715,0.9796714782714844,0.021632738973548445
392779676962118272,3.7531465920498768,48.59920188993803,19.575584411621094,1.7662677764892578,0.021946031319357663
392779676962118144,3.7524786074985346,48.60067978773824,19.400249481201172,1.0804004669189453,0.022003058368212276
392779672663986944,3.751889092179486,48.60189756051991,20.273921966552734,1.2412147521972656,0.02215638142292678
392779676960483328,3.752103958666414,48.598997978956355,18.8267822265625,0.9700336456298828,0.022665068435206395
392779363426357504,3.7859275740797997,48.628168280308806,18.139192581176758,0.9810371398925781,0.022734281535710766
392778886686507520,3.7671119372725332,48.58594803949609,12.789836883544922,0.6307268142700195,0.022791286908970785
392779191627658368,3.8152341893773385,48.61813636974297,19.82861328125,1.1607475280761719,0.023699624448440555
392778852325904512,3.798784654916491,48.583199491516126,21.19339942932129,1.2202930450439453,0.02404852026974722
392778852326771200,3.7920474210080752,48.58176541288963,19.830671310424805,1.3768367767333984,0.024136633547198576
392778848030249984,3.797243030898163,48.58259472142576,18.649799346923828,1.2260322570800781,0.024248732291507133
392779676958116096,3.7478716419556117,48.60628893421443,20.34727668762207,1.8415584564208984,0.024540998238174194
392779161564413440,3.821311124764764,48.6002675999287,18.132850646972656,2.839235305786133,0.024586640470113944
392779676959775872,3.747471899090385,48.60532901880253,21.072219848632812,1.0935516357421875,0.02479123320056197
