filename,band,gain,exp_time,bg_median,bg_std,flux,m_sky,sigma_m
20260407T195334_699_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5371.0,839.2169189453125,174.05606067243843,18.199545769622013,0.16964025486853954
20260407T195338_670_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5375.0,840.5272827148438,174.1856872303773,18.198737479091655,0.1697786922499546
20260407T195342_642_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5374.0,840.3802490234375,174.1532805908926,18.198939495317887,0.16978057989667775
20260407T195346_614_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5379.0,840.052734375,174.3153137883162,18.19792978985615,0.16955665620207058
20260407T195350_586_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5387.0,841.6868286132812,174.57456690419397,18.196316211695876,0.16963419153989967
20260407T195354_558_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5398.0,840.3639526367188,174.9310399385259,18.19410145000952,0.1690224422707828
20260407T195358_529_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5374.0,839.4636840820312,174.1532805908926,18.198939495317887,0.1695954078540866
20260407T195402_501_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5380.0,841.4058837890625,174.34772042780094,18.19772796139479,0.1697982096709638
20260407T195406_473_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5389.0,841.1749877929688,174.6393801831634,18.1959131915707,0.16946811732173434
20260407T195410_445_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5367.0,837.9140014648438,173.92643411449953,18.200354662343173,0.1695031174567507
20260407T195414_417_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5346.0,837.75390625,173.2458946853204,18.204611264509467,0.17013644145447535
20260407T195418_388_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5346.0,838.10693359375,173.2458946853204,18.204611264509467,0.17020813651379246
20260407T195422_360_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5345.0,836.3651123046875,173.21348804583567,18.20481437669877,0.16988617444886797
20260407T195426_332_StackInput_DarkSubtracted_b_band.new,blue,0.1287112,3.971754,5346.0,836.035888671875,173.2458946853204,18.204611264509467,0.16978753541546107
